CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
18179,MRS.,CHELSEA,MCDONALD,4/11/1949,S,F,chelsea5@bmc-switzerland-com,"$80,000 ",5,High School,Management,Y
18180,MR.,JUAN,HOWARD,8/16/1949,M,M,juan21@bmc-switzerland-com,"$120,000 ",4,High School,Management,Y
18181,MR.,NEIL,DIAZ,10/12/1949,M,M,neil4@bmc-switzerland-com,"$150,000 ",4,High School,Management,Y
18182,MRS.,KRISTI,PRASAD,10/5/1948,S,F,kristi26@bmc-switzerland-com,"$80,000 ",4,Partial High School,Skilled Manual,Y
18183,MRS.,MEAGAN,SCHMIDT,12/19/1948,M,F,meagan10@bmc-switzerland-com,"$80,000 ",4,Partial High School,Skilled Manual,Y
18184,MR.,LEONARD,CHANDE,1/9/1947,M,M,leonard16@bmc-switzerland-com,"$80,000 ",5,Partial High School,Skilled Manual,N
18185,MRS.,LAURA,HUANG,11/6/1947,M,F,laura12@bmc-switzerland-com,"$110,000 ",4,Partial High School,Professional,N
18186,MRS.,LORI,HERNANDEZ,8/2/1947,M,F,lori6@bmc-switzerland-com,"$140,000 ",5,Partial High School,Professional,Y
18187,MR.,DENNIS,GAO,2/20/1947,S,M,dennis16@bmc-switzerland-com,"$150,000 ",5,Bachelors,Professional,N
18188,MR.,JEFFERY,WANG,3/13/1975,M,M,jeffery1@bmc-switzerland-com,"$60,000 ",0,Bachelors,Professional,Y
18189,MS.,NANCY,MEHTA,10/21/1976,M,F,nancy17@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,Y
18190,MR.,DANNY,DIAZ,8/21/1975,M,M,danny3@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18191,MS.,JULIE,SHARMA,8/13/1975,M,F,julie14@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
18193,MR.,LOUIS,YUAN,12/22/1975,S,M,louis24@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
18194,MS.,YOLANDA,KUMAR,9/12/1974,M,F,yolanda7@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,Y
18195,MR.,WALTER,SANZ,8/20/1974,M,M,walter13@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,Y
18196,MR.,IVAN,RANA,3/23/1974,M,M,ivan7@bmc-switzerland-com,"$100,000 ",0,High School,Management,N
18197,MS.,JENNY,ZIMMERMAN,7/13/1974,M,F,jenny30@bmc-switzerland-com,"$110,000 ",0,Partial College,Management,Y
18198,MR.,CEDRIC,XU,3/24/1974,S,M,cedric27@bmc-switzerland-com,"$120,000 ",5,Partial High School,Professional,Y
18199,MRS.,BRANDY,LOPEZ,3/10/1974,S,F,brandy13@bmc-switzerland-com,"$140,000 ",4,High School,Management,Y
18200,MR.,ALFREDO,GOMEZ,6/9/1973,M,M,alfredo2@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,N
18201,MS.,KARLA,XIE,10/24/1973,M,F,karla3@bmc-switzerland-com,"$100,000 ",0,High School,Management,Y
18202,MS.,ERIKA,GILL,4/16/1973,M,F,erika11@bmc-switzerland-com,"$100,000 ",0,High School,Management,N
18203,MR.,LOUIS,KUMAR,2/26/1973,S,M,louis25@bmc-switzerland-com,"$100,000 ",0,High School,Management,Y
18204,MS.,TIFFANY,CAI,11/21/1973,M,F,tiffany22@bmc-switzerland-com,"$120,000 ",0,Partial High School,Professional,Y
18205,MS.,LINDSEY,RAJI,5/28/1972,M,F,lindsey21@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
18206,MR.,BRUCE,MADAN,3/20/1972,M,M,bruce6@bmc-switzerland-com,"$100,000 ",0,High School,Management,Y
18207,MR.,PHILLIP,GONZALEZ,9/19/1972,M,M,phillip20@bmc-switzerland-com,"$100,000 ",0,High School,Management,Y
18208,MS.,LATOYA,NARA,2/4/1971,M,F,latoya15@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
18209,MS.,ANN,CHANDRA,9/8/1972,S,F,ann7@bmc-switzerland-com,"$110,000 ",0,High School,Management,Y
18210,MRS.,KATIE,LAL,3/26/1972,M,F,katie11@bmc-switzerland-com,"$140,000 ",4,High School,Management,Y
18211,MRS.,JACLYN,SUN,1/12/1972,M,F,jaclyn14@bmc-switzerland-com,"$140,000 ",4,High School,Management,Y
18212,MR.,MARC,RAMOS,3/10/1971,M,M,marc21@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
18214,MR.,RONALD,SURI,12/28/1971,M,M,ronald2@bmc-switzerland-com,"$100,000 ",0,High School,Management,N
18215,MS.,ASHLEY,TAYLOR,10/5/1970,S,F,ashley9@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
18216,MS.,SUSAN,ZHANG,11/26/1970,M,F,susan10@bmc-switzerland-com,"$80,000 ",0,Bachelors,Professional,Y
18217,MR.,DANNY,ALONSO,6/21/1970,M,M,danny9@bmc-switzerland-com,"$110,000 ",0,High School,Management,Y
18218,MR.,THOMAS,POWELL,8/6/1970,M,M,thomas10@bmc-switzerland-com,"$110,000 ",0,High School,Management,N
18219,MS.,FELICIA,GOMEZ,11/6/1970,M,F,felicia1@bmc-switzerland-com,"$120,000 ",0,Partial High School,Professional,Y
18220,MR.,BRENT,HUANG,11/12/1971,M,M,brent5@bmc-switzerland-com,"$110,000 ",0,Partial High School,Professional,Y
18221,MR.,MARC,ALVAREZ,8/19/1971,M,M,marc8@bmc-switzerland-com,"$160,000 ",5,Partial High School,Management,N
18222,MS.,CAROLYN,SUAREZ,9/2/1969,M,F,carolyn40@bmc-switzerland-com,"$140,000 ",0,Bachelors,Management,Y
18223,MR.,NOAH,CLARK,9/24/1964,M,M,noah66@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,Y
18224,MS.,VANESSA,PERRY,10/10/1964,S,F,vanessa8@bmc-switzerland-com,"$80,000 ",0,Partial College,Professional,N
18225,MS.,PAIGE,JENKINS,10/23/1964,S,F,paige7@bmc-switzerland-com,"$80,000 ",0,Partial College,Professional,N
18226,MR.,JOSEPH,WALKER,5/6/1960,M,M,joseph30@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18227,MRS.,MIRANDA,DIAZ,12/25/1960,M,F,miranda22@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18228,MR.,ADAM,PARKER,4/27/1960,M,M,adam29@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18229,MRS.,GABRIELLA,WARD,11/20/1959,M,F,gabriella10@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18230,MRS.,BRIANNA,PERRY,8/12/1959,M,F,brianna53@bmc-switzerland-com,"$60,000 ",5,Bachelors,Professional,Y
18231,MRS.,JANET,GUTIERREZ,4/3/1959,M,F,janet16@bmc-switzerland-com,"$80,000 ",2,Graduate Degree,Professional,Y
18232,MRS.,SOPHIA,EDWARDS,8/15/1958,M,F,sophia1@bmc-switzerland-com,"$80,000 ",1,Partial College,Skilled Manual,Y
18233,MRS.,MACKENZIE,BAILEY,8/9/1958,S,F,mackenzie14@bmc-switzerland-com,"$60,000 ",3,Bachelors,Professional,Y
18235,MR.,VINCENT,GUO,10/8/1958,M,M,vincent17@bmc-switzerland-com,"$70,000 ",5,Graduate Degree,Professional,Y
18236,MR.,ANDREW,WILSON,5/13/1958,M,M,andrew16@bmc-switzerland-com,"$80,000 ",5,Graduate Degree,Professional,Y
18237,MRS.,NICOLE,RUSSELL,4/12/1958,M,F,nicole69@bmc-switzerland-com,"$80,000 ",5,Graduate Degree,Professional,Y
18238,MR.,EDUARDO,HARRIS,12/2/1969,M,M,eduardo12@bmc-switzerland-com,"$80,000 ",1,Graduate Degree,Management,Y
18239,MRS.,ALISHA,ZHU,7/23/1969,M,F,alisha14@bmc-switzerland-com,"$80,000 ",1,Graduate Degree,Management,Y
18240,MR.,ARTHUR,SMITH,10/4/1969,M,M,arthur10@bmc-switzerland-com,"$80,000 ",1,Graduate Degree,Management,Y
18241,MR.,TONY,SHARMA,3/13/1969,M,M,tony12@bmc-switzerland-com,"$80,000 ",1,Graduate Degree,Management,Y
18242,MRS.,CHRISTINE,PAL,7/10/1969,M,F,christine7@bmc-switzerland-com,"$80,000 ",1,Graduate Degree,Management,Y
18243,MR.,CESAR,SAI,11/25/1969,M,M,cesar4@bmc-switzerland-com,"$80,000 ",1,Graduate Degree,Management,Y
18244,MRS.,LINDSAY,CHANDE,7/6/1969,M,F,lindsay15@bmc-switzerland-com,"$100,000 ",1,Graduate Degree,Management,Y
18245,MRS.,MISTY,GOEL,2/12/1968,S,F,misty21@bmc-switzerland-com,"$60,000 ",2,Bachelors,Professional,Y
18246,MR.,TERRENCE,RAJE,11/24/1970,M,M,terrence14@bmc-switzerland-com,"$80,000 ",2,Bachelors,Professional,Y
18247,MRS.,DONNA,BECK,2/14/1968,M,F,donna18@bmc-switzerland-com,"$70,000 ",5,Bachelors,Professional,Y
18248,MR.,PEDRO,MORENO,8/21/1969,M,M,pedro27@bmc-switzerland-com,"$110,000 ",1,Graduate Degree,Management,Y
18249,MRS.,ALISON,CHANDER,12/16/1969,M,F,alison16@bmc-switzerland-com,"$120,000 ",1,Graduate Degree,Management,Y
18250,MR.,JEREMIAH,HALL,7/17/1967,S,M,jeremiah12@bmc-switzerland-com,"$70,000 ",5,Bachelors,Professional,Y
18251,MR.,RICKY,SANZ,10/21/1967,S,M,ricky21@bmc-switzerland-com,"$70,000 ",5,Bachelors,Professional,Y
18252,MR.,ALVIN,SUN,11/25/1966,M,M,alvin13@bmc-switzerland-com,"$80,000 ",5,Graduate Degree,Management,Y
18253,MRS.,TRISHA,GUO,8/10/1966,M,F,trisha12@bmc-switzerland-com,"$80,000 ",5,Graduate Degree,Management,Y
18254,MR.,LARRY,MARTIN,8/22/1966,S,M,larry1@bmc-switzerland-com,"$100,000 ",0,Graduate Degree,Management,Y
18255,MRS.,RACHEL,GRIFFIN,7/9/1965,S,F,rachel69@bmc-switzerland-com,"$60,000 ",2,Bachelors,Professional,Y
18256,MR.,GILBERT,CAI,7/20/1965,M,M,gilbert19@bmc-switzerland-com,"$60,000 ",3,Bachelors,Professional,Y
18257,MRS.,KRISTA,JIMENEZ,10/10/1968,M,F,krista6@bmc-switzerland-com,"$70,000 ",5,Bachelors,Professional,Y
18258,MS.,CASSIE,CHANDER,4/23/1968,S,F,cassie14@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18259,MS.,BAILEY,TORRES,7/19/1965,S,F,bailey10@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18260,MS.,JODI,SHARMA,12/22/1965,S,F,jodi9@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18261,MS.,STACY,RAMOS,8/6/1965,S,F,stacy18@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18262,MRS.,EVELYN,RANA,3/28/1964,S,F,evelyn12@bmc-switzerland-com,"$60,000 ",3,Bachelors,Professional,Y
18263,MRS.,KARLA,JAI,4/22/1964,M,F,karla12@bmc-switzerland-com,"$60,000 ",3,Bachelors,Professional,Y
18264,MR.,JEFFERY,MA,6/5/1964,S,M,jeffery15@bmc-switzerland-com,"$60,000 ",4,Bachelors,Professional,Y
18265,MRS.,TRISHA,CAI,1/22/1964,M,F,trisha16@bmc-switzerland-com,"$60,000 ",4,Bachelors,Professional,Y
18266,MRS.,MANDY,HUANG,10/15/1963,S,F,mandy7@bmc-switzerland-com,"$60,000 ",4,Bachelors,Professional,Y
18267,MR.,BRAD,JAI,5/23/1963,M,M,brad11@bmc-switzerland-com,"$60,000 ",3,Bachelors,Professional,Y
18268,MR.,PRESTON,CHAPMAN,1/27/1963,M,M,preston2@bmc-switzerland-com,"$60,000 ",3,Bachelors,Professional,Y
18269,MRS.,WENDY,TORRES,5/17/1963,S,F,wendy11@bmc-switzerland-com,"$60,000 ",3,Bachelors,Professional,Y
18270,MS.,RACHAEL,RANA,4/8/1963,S,F,rachael11@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18271,MR.,DARRELL,YUAN,6/18/1963,M,M,darrell15@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18272,MRS.,AUTUMN,LIN,4/17/1967,M,F,autumn7@bmc-switzerland-com,"$80,000 ",3,Bachelors,Professional,Y
18273,MRS.,NATALIE,MOORE,10/10/1967,M,F,natalie75@bmc-switzerland-com,"$80,000 ",4,Bachelors,Professional,Y
18274,MRS.,CARLA,SANCHEZ,11/23/1967,M,F,carla23@bmc-switzerland-com,"$80,000 ",4,Bachelors,Professional,Y
18275,MRS.,HEATHER,YANG,7/27/1962,S,F,heather4@bmc-switzerland-com,"$70,000 ",1,Partial College,Skilled Manual,N
18276,MRS.,ALEXA,MURPHY,8/7/1962,S,F,alexa13@bmc-switzerland-com,"$60,000 ",1,Bachelors,Professional,Y
18277,MR.,TERRY,LAL,9/14/1962,M,M,terry12@bmc-switzerland-com,"$60,000 ",1,Bachelors,Professional,Y
18278,MR.,LUCAS,POWELL,5/24/1961,M,M,lucas58@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18279,MRS.,RACHAEL,SURI,9/20/1961,S,F,rachael0@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18280,MR.,JIMMY,ALONSO,5/24/1961,M,M,jimmy11@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18281,MRS.,JACLYN,LI,12/19/1961,S,F,jaclyn3@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,N
18282,MS.,CANDACE,KAPOOR,12/7/1966,S,F,candace0@bmc-switzerland-com,"$100,000 ",0,Bachelors,Professional,N
18283,MS.,MALLORY,VAZQUEZ,7/14/1966,S,F,mallory1@bmc-switzerland-com,"$100,000 ",0,Bachelors,Professional,N
18284,MR.,CARL,DENG,7/26/1966,S,M,carl1@bmc-switzerland-com,"$100,000 ",0,Bachelors,Professional,N
18285,MR.,ROBERTO,ROMERO,8/4/1960,M,M,roberto9@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18286,MRS.,HOLLY,SURI,11/10/1960,M,F,holly3@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18287,MRS.,HEATHER,ZENG,4/2/1933,M,F,heather21@bmc-switzerland-com,"$40,000 ",2,Bachelors,Professional,Y
18288,MS.,DAISY,SUAREZ,8/27/1965,S,F,daisy14@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18289,MRS.,JACLYN,RAJI,8/27/1965,M,F,jaclyn43@bmc-switzerland-com,"$80,000 ",5,Bachelors,Professional,Y
18290,MS.,AUDREY,HERNANDEZ,10/21/1964,S,F,audrey5@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18291,MS.,JENNIFER,HILL,2/11/1964,S,F,jennifer25@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18292,MR.,LOUIS,TANG,8/9/1964,S,M,louis21@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18293,MR.,AUSTIN,BUTLER,5/4/1959,M,M,austin10@bmc-switzerland-com,"$80,000 ",1,Bachelors,Professional,Y
18294,MRS.,DENISE,PRASAD,9/6/1959,M,F,denise11@bmc-switzerland-com,"$80,000 ",1,Bachelors,Professional,Y
18295,MRS.,AJAY,SOLANKI,7/9/1959,M,F,ajay1@bmc-switzerland-com,"$80,000 ",2,Bachelors,Professional,Y
18296,MS.,TRISHA,LI,11/16/1963,S,F,trisha21@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18297,MS.,GLORIA,ALVAREZ,8/26/1963,S,F,gloria6@bmc-switzerland-com,"$70,000 ",0,Bachelors,Professional,N
18298,MR.,GEOFFREY,MALHOTRA,10/10/1962,S,M,geoffrey5@bmc-switzerland-com,"$70,000 ",5,Bachelors,Professional,Y
18299,MR.,COLIN,DENG,3/23/1962,M,M,colin24@bmc-switzerland-com,"$70,000 ",5,Partial College,Skilled Manual,Y
18300,MRS.,DIANE,RAMOS,7/12/1961,M,F,diane22@bmc-switzerland-com,"$60,000 ",1,Partial College,Skilled Manual,Y
18302,MR.,WAYNE,XIE,8/27/1958,S,M,wayne4@bmc-switzerland-com,"$80,000 ",2,Bachelors,Management,N
18303,MR.,SHANNON,SERRANO,7/10/1958,S,M,shannon37@bmc-switzerland-com,"$80,000 ",2,Bachelors,Management,N
18304,MRS.,YOLANDA,SHE,10/28/1957,S,F,yolanda0@bmc-switzerland-com,"$70,000 ",1,Partial College,Skilled Manual,Y
18305,MR.,KELVIN,XU,5/24/1936,M,M,kelvin30@bmc-switzerland-com,"$40,000 ",2,Bachelors,Management,Y
18306,MRS.,MARGARET,LIN,11/10/1960,M,F,margaret14@bmc-switzerland-com,"$70,000 ",5,Partial College,Skilled Manual,N
18307,MRS.,AMY,ZHANG,5/7/1956,S,F,amy9@bmc-switzerland-com,"$70,000 ",1,Partial College,Skilled Manual,Y
18308,MRS.,ERICA,CHEN,3/8/1956,S,F,erica2@bmc-switzerland-com,"$70,000 ",1,Partial College,Skilled Manual,Y
18309,MRS.,MANDY,WU,3/17/1956,S,F,mandy8@bmc-switzerland-com,"$70,000 ",1,Partial College,Skilled Manual,Y
18310,MR.,LANCE,ROMERO,10/4/1949,M,M,lance9@bmc-switzerland-com,"$10,000 ",2,High School,Skilled Manual,Y
18311,MS.,JENNIFER,MITCHELL,5/13/1975,M,F,jennifer13@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,Y
18312,MR.,MIGUEL,MOORE,1/20/1975,S,M,miguel7@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,N
18313,MS.,ARIANNA,FOSTER,5/15/1980,S,F,arianna14@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,N
18314,MR.,ERIC,PERRY,11/15/1980,S,M,eric16@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,N
18315,MS.,MELODY,DOMINGUEZ,4/3/1980,M,F,melody13@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,Y
18316,MR.,JUSTIN,KUMAR,11/26/1980,S,M,justin25@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,N
18317,MS.,SAMANTHA,JONES,5/18/1980,M,F,samantha4@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,Y
18318,MR.,BENJAMIN,HUGHES,8/25/1980,M,M,benjamin12@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,Y
18319,MRS.,AIMEE,SUN,8/16/1937,S,F,aimee9@bmc-switzerland-com,"$40,000 ",2,Partial College,Clerical,Y
18320,MR.,LUIS,JAI,4/5/1979,M,M,luis32@bmc-switzerland-com,"$40,000 ",0,Partial High School,Clerical,N
18321,MR.,SEBASTIAN,COOK,8/10/1979,S,M,sebastian20@bmc-switzerland-com,"$40,000 ",0,Partial High School,Clerical,N
18323,MR.,JEREMY,CLARK,5/23/1978,S,M,jeremy5@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,Y
18324,MR.,JACKSON,BUTLER,4/18/1978,S,M,jackson16@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,N
18325,MRS.,COLLEEN,XU,10/7/1938,M,F,colleen12@bmc-switzerland-com,"$40,000 ",2,Bachelors,Management,Y
18327,MR.,JON,SHARMA,1/24/1977,S,M,jon5@bmc-switzerland-com,"$40,000 ",0,Partial High School,Clerical,Y
18328,MR.,ALVIN,RAI,10/20/1977,M,M,alvin38@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,Y
18329,MR.,MARCUS,BAILEY,8/18/1979,S,M,marcus92@bmc-switzerland-com,"$40,000 ",0,Partial High School,Clerical,N
18330,MRS.,KELLIE,DIAZ,3/8/1939,S,F,kellie3@bmc-switzerland-com,"$60,000 ",2,Graduate Degree,Management,Y
18331,MR.,JERRY,CHANDE,6/8/1940,M,M,jerry16@bmc-switzerland-com,"$40,000 ",2,Partial College,Clerical,N
18332,MR.,EMMANUEL,MALHOTRA,1/12/1940,M,M,emmanuel4@bmc-switzerland-com,"$40,000 ",2,Partial College,Clerical,N
18333,MRS.,MEREDITH,PATEL,8/21/1941,S,F,meredith1@bmc-switzerland-com,"$40,000 ",2,Partial College,Clerical,Y
18334,MR.,EDWIN,YE,10/26/1941,M,M,edwin10@bmc-switzerland-com,"$40,000 ",2,Partial College,Clerical,N
18335,MR.,RICKY,DIAZ,10/9/1942,M,M,ricky3@bmc-switzerland-com,"$40,000 ",2,Bachelors,Management,Y
18336,MRS.,CARLA,GONZALEZ,1/9/1942,M,F,carla21@bmc-switzerland-com,"$40,000 ",2,Bachelors,Management,Y
18337,MRS.,AUDREY,SERRANO,8/14/1942,S,F,audrey18@bmc-switzerland-com,"$50,000 ",2,Graduate Degree,Management,Y
18338,MRS.,NINA,ANDERSEN,7/15/1942,S,F,nina13@bmc-switzerland-com,"$50,000 ",2,Graduate Degree,Management,Y
18339,MS.,DONNA,NATH,6/3/1976,S,F,donna16@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,Y
18340,MS.,ARIANNA,COOPER,4/22/1976,S,F,arianna30@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,Y
18341,MR.,RUSSELL,GOEL,5/3/1976,S,M,russell22@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,N
18342,MS.,VICTORIA,JAMES,7/15/1976,S,F,victoria44@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,Y
18343,MR.,DALTON,GREEN,7/28/1976,S,M,dalton30@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,N
18344,MR.,CALEB,TURNER,2/21/1976,S,M,caleb34@bmc-switzerland-com,"$60,000 ",0,Partial College,Skilled Manual,Y
18345,MS.,SAMANTHA,BRYANT,9/19/1975,M,F,samantha40@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,Y
18346,MS.,ANNA,FLORES,8/22/1974,S,F,anna37@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,N
18347,MS.,ALYSSA,CLARK,11/2/1974,S,F,alyssa19@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,N
18348,MS.,KATELYN,ROBERTS,11/2/1974,S,F,katelyn27@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,N
18349,MR.,JACOB,ROBINSON,4/16/1974,S,M,jacob14@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,Y
18350,MS.,EMMA,ROSS,11/10/1973,M,F,emma50@bmc-switzerland-com,"$60,000 ",0,Partial College,Skilled Manual,Y
18351,MR.,ALEXANDER,SMITH,2/13/1972,M,M,alexander2@bmc-switzerland-com,"$70,000 ",0,Partial College,Skilled Manual,Y
18352,MR.,NOAH,THOMAS,11/22/1972,M,M,noah51@bmc-switzerland-com,"$80,000 ",0,Bachelors,Management,Y
18353,MR.,ROBERT,ANDERSON,2/10/1972,M,M,robert68@bmc-switzerland-com,"$80,000 ",0,Bachelors,Management,Y
18354,MR.,ALVIN,NARA,5/20/1967,M,M,alvin37@bmc-switzerland-com,"$170,000 ",0,Graduate Degree,Management,Y
18355,MR.,EDWARD,FOSTER,7/23/1968,M,M,edward64@bmc-switzerland-com,"$80,000 ",4,Bachelors,Management,Y
18356,MR.,ALEXANDER,LEE,8/2/1968,M,M,alexander9@bmc-switzerland-com,"$80,000 ",4,Partial College,Skilled Manual,Y
18357,MRS.,TRINITY,REED,8/15/1968,M,F,trinity17@bmc-switzerland-com,"$100,000 ",2,Bachelors,Management,Y
18358,MR.,OSCAR,COLEMAN,8/25/1979,M,M,oscar14@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,N
18359,MS.,ALEXANDRIA,BRYANT,3/12/1979,S,F,alexandria18@bmc-switzerland-com,"$60,000 ",0,Partial College,Skilled Manual,N
18360,MR.,ERIC,LI,9/13/1979,M,M,eric34@bmc-switzerland-com,"$60,000 ",0,Partial College,Skilled Manual,Y
18361,MR.,MARCUS,SIMMONS,12/26/1979,S,M,marcus65@bmc-switzerland-com,"$60,000 ",0,Partial College,Skilled Manual,N
18362,MS.,ERIN,HOWARD,11/13/1978,M,F,erin16@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,N
18363,MR.,LUCAS,WARD,1/6/1978,M,M,lucas75@bmc-switzerland-com,"$40,000 ",0,High School,Skilled Manual,Y
18364,MR.,EDUARDO,GRAY,4/6/1978,M,M,eduardo74@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,N
18365,MR.,DANIEL,LEWIS,9/20/1978,M,M,daniel12@bmc-switzerland-com,"$40,000 ",0,Partial College,Skilled Manual,Y
18366,MS.,ALEXANDRIA,RICHARDSON,5/25/1978,M,F,alexandria31@bmc-switzerland-com,"$60,000 ",0,Partial College,Skilled Manual,N
18367,MR.,EDWIN,WU,10/25/1945,M,M,edwin7@bmc-switzerland-com,"$10,000 ",2,Partial High School,Clerical,Y
18368,MR.,AUSTIN,HUGHES,2/9/1971,M,M,austin7@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
18369,MRS.,MANDY,HE,8/16/1971,M,F,mandy20@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
18370,MR.,TRISTAN,FLORES,2/12/1971,M,M,tristan13@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
18371,MRS.,JESSICA,MORGAN,11/7/1971,M,F,jessica6@bmc-switzerland-com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
18372,MR.,JEREMIAH,THOMAS,3/22/1972,M,M,jeremiah3@bmc-switzerland-com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
18373,MRS.,STEPHANIE,ROBERTS,8/11/1972,M,F,stephanie53@bmc-switzerland-com,"$50,000 ",1,Bachelors,Skilled Manual,Y
18374,MR.,LOGAN,KING,10/17/1964,M,M,logan45@bmc-switzerland-com,"$100,000 ",5,Partial College,Professional,Y
18375,MRS.,MICHELLE,MORRIS,5/23/1964,M,F,michelle19@bmc-switzerland-com,"$150,000 ",2,Bachelors,Management,Y
18376,MRS.,ABIGAIL,DIAZ,7/26/1956,M,F,abigail1@bmc-switzerland-com,"$70,000 ",3,Partial College,Professional,Y
18377,MRS.,MADISON,ROBINSON,7/5/1956,S,F,madison19@bmc-switzerland-com,"$70,000 ",3,Partial College,Professional,Y
18378,MR.,DALTON,FOSTER,4/13/1956,M,M,dalton62@bmc-switzerland-com,"$80,000 ",3,Partial College,Professional,N
18379,MRS.,ABIGAIL,ROBINSON,9/19/1956,M,F,abigail59@bmc-switzerland-com,"$80,000 ",3,Partial College,Professional,N
18380,MRS.,KAITLYN,KELLY,6/27/1956,M,F,kaitlyn66@bmc-switzerland-com,"$80,000 ",2,Partial College,Professional,Y
18381,MRS.,KATHERINE,WARD,11/5/1956,S,F,katherine16@bmc-switzerland-com,"$80,000 ",2,Partial College,Professional,Y
18382,MRS.,ISABELLA,GARCIA,2/6/1963,M,F,isabella72@bmc-switzerland-com,"$80,000 ",4,Partial College,Professional,Y
18383,MS.,NATALIE,TORRES,6/7/1963,S,F,natalie16@bmc-switzerland-com,"$80,000 ",0,Partial College,Professional,Y
18384,MS.,NICOLE,WILLIAMS,1/26/1963,S,F,nicole2@bmc-switzerland-com,"$80,000 ",0,Partial College,Professional,N
18385,MR.,MIGUEL,GONZALEZ,6/19/1963,M,M,miguel34@bmc-switzerland-com,"$110,000 ",4,Bachelors,Management,Y
